283.75,57
299.65,51
300.19,78
326.61,73
274.84,63
293.26,78
284.19,43
333.01,52
366.6,54
399.79,46
423.19,56
428.77,55
466.84,73
476.64,78
493.93,46
523.77,59
618.37,44
721.59,42
834.22,49
949.12,67
1238.7,42
1224.1,50
1365.37,55
1708.46,68
1823.05,50
1827.64,45
1856.72,77
2039.13,71
2103.59,61
2294.12,76
2651.47,57
2702.93,60
2831.55,62
2667.69,76
3176.3,47
3468.57,65
3820.57,40
4170.22,56
4547.16,50
4947.39,79
5365.55,58
